Course Name,Course Description,Credits,Section Type,CRN,Available Seats,Total Seats,Days,Time,Location,Instructor,Requirements
ARCH 484,Arch Design,6.00,Lecture,10291,2,16,1300-1650,mwf,144 GER,Keyes P,!$
ARCH 484,Arch Design,6.00,Lecture,10292,6,16,1300-1650,mwf,324 LA,Cheng N,!$
ARCH 484,Arch Design,6.00,Lecture,10293,7,16,1300-1650,mwf,320 LA,Gillem M,!$
ARCH 484,Arch Design,6.00,Lecture,10294,1,16,1300-1650,mwf,143 GER,Neal C,!$
ARCH 484,Arch Design,6.00,Lecture,10295,2,16,1300-1650,mwf,141 GER,Sheine J,!$
ARCH 484,Arch Design,6.00,Lecture,10296,7,16,1300-1650,mwf,142 GER,Wood D,!$
ARCH 484,Arch Design,6.00,Lecture,16744,3,16,1200-1750,wf,125 GER,Guivernau S,!$
ARH 150,Intro Visual Culture >1,4.00,Lecture,10371,0,100,1300-1350,mwf,110 FEN,DuBois S,N/A
ARH 150,Intro Visual Culture >1,4.00,+ Dis,16077,0,25,0900-0950,m,106 FR,Freissle K,N/A
ARH 150,Intro Visual Culture >1,4.00,+ Dis,16078,0,25,1600-1650,m,203 CON,Delgado Hernandez T,N/A
ARH 150,Intro Visual Culture >1,4.00,+ Dis,16079,0,25,1600-1650,t,241 LA,Delgado Hernandez T,N/A
ARH 150,Intro Visual Culture >1,4.00,+ Dis,16080,0,25,0900-0950,w,203 CON,Freissle K,N/A
ARH 205,Hist Western Art II >1,4.00,Lecture,15642,1,100,1400-1520,tr,245 STB,Ehrlich V,8
ARH 205,Hist Western Art II >1,4.00,+ Dis,16081,0,25,0900-0950,m,203 CON,Erickson E,N/A
ARH 205,Hist Western Art II >1,4.00,+ Dis,16082,0,25,0900-0950,f,260 CON,Loeb H,N/A
ARH 205,Hist Western Art II >1,4.00,+ Dis,16083,0,25,0900-0950,t,241 LA,Erickson E,N/A
ARH 205,Hist Western Art II >1,4.00,+ Dis,16084,1,25,1400-1450,m,241 LA,Loeb H,N/A
ARH 208,Hist of Chinese Art >1 >GP >IC,4.00,Lecture,16119,8,96,1000-1120,tr,240C MCK,Gasparini C,9
ARH 208,Hist of Chinese Art >1 >GP >IC,4.00,+ Dis,16121,0,24,1200-1250,m,241 LA,Xiao S,N/A
ARH 208,Hist of Chinese Art >1 >GP >IC,4.00,+ Dis,16122,3,24,0900-0950,m,104 CON,Xiao S,N/A
ARH 208,Hist of Chinese Art >1 >GP >IC,4.00,+ Dis,16123,1,24,1200-1250,f,203 CON,Dawson L,N/A
ARH 208,Hist of Chinese Art >1 >GP >IC,4.00,+ Dis,16124,4,24,0900-0950,w,241 LA,Dawson L,N/A
ARH 314,Hist of World Arch I >1 >GP >IC,4.00,Lecture,10386,7,200,1600-1720,tr,123 PAC,Hutterer M,N/A
ARH 314,Hist of World Arch I >1 >GP >IC,4.00,+ Dis,10387,4,25,0800-0850,m,230 LA,Fieser M,N/A
ARH 314,Hist of World Arch I >1 >GP >IC,4.00,+ Dis,10388,1,25,0900-0950,t,45 COL,Chitwood G,N/A
ARH 314,Hist of World Arch I >1 >GP >IC,4.00,+ Dis,10390,0,25,0800-0850,w,230 LA,Johnson J,!
ARH 314,Hist of World Arch I >1 >GP >IC,4.00,+ Dis,10391,1,26,0900-0950,r,246 GER,Fieser M,!U
ARH 314,Hist of World Arch I >1 >GP >IC,4.00,+ Dis,10392,0,25,1300-1350,f,101 PETR,McCall P,!U
ARH 314,Hist of World Arch I >1 >GP >IC,4.00,+ Dis,16085,1,25,1200-1250,t,241 LA,Chitwood G,!U
ARH 314,Hist of World Arch I >1 >GP >IC,4.00,+ Dis,16100,0,25,1600-1650,m,151 STB,McCall P,N/A
ARH 314,Hist of World Arch I >1 >GP >IC,4.00,+ Dis,16154,0,25,0900-0950,f,241 LA,Johnson J,N/A
ARH 325,Islamic Art & Architec >1 >GP >IC,4.00,Lecture,15644,2,35,1000-1120,mw,104 CON,Gasparini C,8
ARH 350,History of Manga >GP >IC,4.00,Lecture,16276,3,70,1400-1520,mw,204 TYKE,Walley A,N/A
ARH 373,20C Latin American Art >AC >US,4.00,Lecture,15646,2,35,1000-1120,tr,106 FR,Eggener K,N/A
ARH 373,20C Latin American Art >AC >US,4.00,Lecture,15646,2,35,1000-1120,tr,106 FR,Eggener K,N/A
ARH 399,Sp St Baroque A/Empire,4.00,Lecture,15647,2,35,1200-1320,tr,254 STB,Ehrlich V,8
ARH 401,Research,1.00-8.00,Lecture,10395,10,10,tba,tba,tba,STAFF,N/A
ARH 403,Thesis,1.00-6.00,Lecture,10396,10,10,tba,tba,tba,STAFF,!
ARH 404,Internship,1.00-5.00,Lecture,10397,10,10,tba,tba,tba,STAFF,N/A
ARH 405,Reading,1.00-5.00,Lecture,10398,10,10,tba,tba,tba,STAFF,N/A
ARH 406,Practicum,1.00-12.00,Lecture,10399,10,10,tba,tba,tba,STAFF,N/A
ARH 407,Sem Methods,4.00,Lecture,16089,2,20,1400-1650,w,241 LA,Ehrlich V,N/A
ARH 410,Art Madness,4.00,Lecture,16637,11,25,1000-1120,mw,241 LA,Cheng J,N/A
ARH 440,Museology,4.00,Lecture,15650,2,20,1600-1850,m,241 LA,Ciglia S,!8
ARH 456,World Arch Since 1960,4.00,Lecture,15651,3,20,1400-1520,tr,241 LA,Eggener K,!
ARH 457,Top Postmodern & Art,4.00,Lecture,16260,1,20,1000-1120,tr,241 LA,Ciglia S,N/A
ART 101,Understand Contemp Art >1,4.00,Lecture,10426,4,216,1200-1350,mw,177 LA,Cebere A,$8A
ART 115,Surface  Space  & Time,4.00,Lecture,10427,4,119,1200-1350,t,115 LA,Morgan D,!$U8A
ART 115,Surface  Space  & Time,4.00,+ Lab,10428,0,20,0800-0950,mw,261 LA,Friedman E,8A
ART 115,Surface  Space  & Time,4.00,+ Lab,10429,0,20,1000-1150,mw,261 LA,Friedman E,!U8A
ART 115,Surface  Space  & Time,4.00,+ Lab,10430,1,20,1600-1750,mw,261 LA,Garazhian P,8A
ART 115,Surface  Space  & Time,4.00,+ Lab,10431,1,20,1400-1550,mw,261 LA,Garazhian P,8A
ART 115,Surface  Space  & Time,4.00,+ Lab,16586,2,20,1400-1550,tr,261 LA,Javadpour A,8A
ART 115,Surface  Space  & Time,4.00,+ Lab,16587,0,19,1600-1750,tr,261 LA,Javadpour A,8A
ART 115,Surface  Space  & Time,4.00,Lecture,10432,4,80,1000-1150,t,101 LIB,Morgan D,$8A
ART 115,Surface  Space  & Time,4.00,+ Lab,10433,3,20,0800-0950,tr,261 LA,Eskandari Y,8A
ART 115,Surface  Space  & Time,4.00,+ Lab,10434,0,20,1200-1350,tr,261 LA,Eskandari Y,8A
ART 115,Surface  Space  & Time,4.00,+ Lab,10435,0,20,1000-1150,mw,101 HAM,Montgomery K,!U8A
ART 115,Surface  Space  & Time,4.00,+ Lab,10436,1,20,0800-0950,mw,101 HAM,Montgomery K,!U8A
ART 116,Core Interdis Lab,4.00,Lecture,10438,0,18,0900-1150,tr,274 LA,Bray M,!$8A
ART 116,Core Interdis Lab,4.00,Lecture,10439,1,18,0900-1150,mw,274 LA,Ryan J,!$8A
ART 116,Core Interdis Lab,4.00,Lecture,10440,1,18,1200-1450,mw,274 LA,Ryan J,!$8A
ART 116,Core Interdis Lab,4.00,Lecture,10441,1,18,1200-1450,tr,274 LA,Strong G,!$8A
ART 116,Core Interdis Lab,4.00,Lecture,16294,2,18,1500-1750,mw,274 LA,Taylor N,!$8A
ART 233,Drawing I,4.00,Lecture,10442,1,18,0900-1150,mw,141 LA,Rey M,!$A
ART 233,Drawing I,4.00,Lecture,10443,3,18,1200-1450,mw,141 LA,Langley E,!$A
ART 233,Drawing I,4.00,Lecture,10444,2,18,0800-1050,tr,141 LA,Strong G,!$A
ART 233,Drawing I,4.00,Lecture,10445,0,18,1500-1750,tr,141 LA,Schauer J,!$A
ART 233,Drawing I,4.00,Lecture,10446,0,18,1200-1450,tr,141 LA,Schauer J,!$A
ART 233,Drawing I,4.00,Lecture,16306,0,18,1500-1750,mw,141 LA,Haggerty T,$A
ART 333,Drawing II,4.00,Lecture,10447,0,18,0800-1050,tr,290 LA,Seloover R,!$8A
ART 333,Drawing II,4.00,Lecture,10448,0,18,1200-1450,mw,290 LA,Swanson J,!$8A
ART 333,Drawing II,4.00,Lecture,15659,2,19,0800-1050,mw,290 LA,Swanson J,!$8A
ART 381,Letterpress,4.00,Lecture,10449,0,16,1200-1450,mw,190 LA,Childers R,!$8A
ART 401,Research,1.00-12.00,Lecture,10450,10,10,tba,tba,tba,STAFF,$
ART 404,Internship,1.00-12.00,Lecture,10451,8,10,tba,tba,tba,STAFF,N/A
ART 405,Special Problems,1.00-12.00,Lecture,10452,16,20,tba,tba,tba,STAFF,N/A
ART 405,Special Problems,1.00-12.00,Lecture,16728,19,20,tba,tba,tba,STAFF,$
ART 407,Sem Vis Artist Lecture,1.00,Lecture,10454,105,115,1600-1750,r,115 LA,Alvarado C,$
ART 409,Term Creative Proj BFA,1.00-12.00,Lecture,10455,3,10,tba,tba,tba,STAFF,$
ART 409,Term Creative Proj BFA,1.00-12.00,Lecture,16489,7,10,tba,tba,tba,STAFF,$
ARTC 199,Sp St Wheel Throwing,4.00,Lecture,15660,3,16,1200-1450,mw,105B ART,Howell L,$8A
ARTC 255,Intro to Ceramics,4.00,Lecture,10465,0,16,1200-1450,tr,105B ART,Campbell A,!$A
ARTC 354,Industrial Ceramics,4.00,Lecture,10466,1,16,0900-1150,mw,105B ART,Howell L,!$8A
ARTC 355,Top Intermed Ceramics,4.00,Lecture,10467,3,16,0900-1150,tr,105B ART,Howell L,!$8A
ARTC 355,Top Intermed/Advanced,4.00,Lecture,10468,2,16,1500-1750,mw,105B ART,Scott S,!$8A
ARTC 405,Sp Pr Shop Core,1.00,Lecture,15661,18,20,-,N/A,N/A,Scott S,$
ARTC 455,Advanced Ceramics,4.00,Lecture,10469,2,16,1500-1750,mw,105B ART,Scott S,!$8A
ARTD 199,Sp St Creative Coding,4.00,Lecture,10471,1,18,1200-1450,tr,113 MR1,Park J,$8A
ARTD 250,Print Media Digit Arts,4.00,Lecture,10472,0,119,1200-1350,m,115 LA,Warren T,$8A
ARTD 250,Print Media Digit Arts,4.00,+ Lab,10473,0,20,0800-0950,mw,283M LA,Rothering G,8A
ARTD 250,Print Media Digit Arts,4.00,+ Lab,10474,0,20,1000-1150,mw,283M LA,Rothering G,!U8A
ARTD 250,Print Media Digit Arts,4.00,+ Lab,10475,0,20,1400-1550,mw,283M LA,DeSorbo A,8A
ARTD 250,Print Media Digit Arts,4.00,+ Lab,10476,0,20,1600-1750,mw,283M LA,DeSorbo A,8A
ARTD 250,Print Media Digit Arts,4.00,+ Lab,10477,0,15,1600-1750,tr,283M LA,Franco E,8A
ARTD 250,Print Media Digit Arts,4.00,+ Lab,10478,0,19,1800-1950,tr,283M LA,Franco E,8A
ARTD 251,Time-Based Digit Arts,4.00,Lecture,10479,11,119,1200-1350,w,115 LA,Warren T,$8A
ARTD 251,Time-Based Digit Arts,4.00,+ Lab,10480,1,20,1200-1350,tr,283M LA,Pettersen J,8A
ARTD 251,Time-Based Digit Arts,4.00,+ Lab,10481,1,20,1400-1550,tr,283M LA,Pettersen J,8A
ARTD 251,Time-Based Digit Arts,4.00,+ Lab,10482,3,19,1000-1150,mw,383 LA,Liu X,8A
ARTD 251,Time-Based Digit Arts,4.00,+ Lab,10483,3,20,1400-1550,mw,383 LA,Liu X,8A
ARTD 251,Time-Based Digit Arts,4.00,+ Lab,10484,0,20,1600-1750,mw,383 LA,O'Shea E,8A
ARTD 251,Time-Based Digit Arts,4.00,+ Lab,10485,3,20,1800-1950,mw,383 LA,O'Shea E,8A
ARTD 350,Digital Drawing,4.00,Lecture,10486,5,18,1500-1750,mw,113A MR1,Kripper K,!$8A
ARTD 350,Digital Drawing,4.00,Lecture,15665,4,18,0900-1150,mw,306 ALL,Ching I,!$8A
ARTD 360,Digital Imaging,4.00,Lecture,10488,5,18,0900-1150,tr,283M LA,Ali H,!$8A
ARTD 360,Digital Imaging,4.00,Lecture,10489,5,18,1500-1750,tr,113A MR1,Kripper K,!$8A
ARTD 360,Digital Imaging,4.00,Lecture,15666,5,18,1800-2050,mw,113A MR1,Bagby J,!$8A
ARTD 361,Intro to Animation,4.00,Lecture,10490,1,21,1200-1450,mw,113 MR1,Ching I,!$8A
ARTD 362,Digital Letterform,4.00,Lecture,10491,0,18,0900-1150,mw,113 MR1,Bray M,!$8A
ARTD 370,Digital Interactivity,4.00,Lecture,10492,2,18,0900-1150,tr,125 MR2,Park J,!$8A
ARTD 379,Intro to Video Art,4.00,Lecture,10493,1,18,1200-1450,mw,306 ALL,Bray M,!$8A
ARTD 405,Special Problems,1.00-12.00,Lecture,10494,16,20,tba,tba,tba,STAFF,N/A
ARTD 410,Net Art,4.00,Lecture,10495,1,16,0900-1150,mw,113A MR1,Silva R,!$8A
ARTD 410,Interactive Video,4.00,Lecture,10496,3,16,1200-1450,tr,124 MR2,Ives C,$8A
ARTD 410,Game Art,4.00,Lecture,10497,0,16,1200-1450,mw,113A MR1,Silva R,!$8A
ARTD 410,Data Visualization,4.00,Lecture,10498,1,16,1500-1750,mw,124 MR2,Park J,!$8A
ARTD 463,Communication Design,4.00,Lecture,10500,0,17,0900-1150,tr,114 MR1,Salter M,!$A
ARTF 270,Top Intro to Fibers,4.00,Lecture,10507,0,15,0900-1150,tr,110 MR1,Lee S,!$8A
ARTF 369,Woven Structures,4.00,Lecture,10508,5,15,1200-1450,tr,110 MR1,Campbell A,!$8A
ARTM 257,Intro Jewel & Metals,4.00,Lecture,10510,0,18,0900-1150,tr,101C ART,Webb C,!$8A
ARTM 357,Top Production,4.00,Lecture,10511,5,18,1200-1450,tr,101C ART,Webb C,!$8A
ARTM 457,Top Adv Production,4.00,Lecture,10512,5,18,1200-1450,tr,101C ART,Webb C,!$8A
ARTM 459,Adv Metal & Jewelry,3.00-5.00,Lecture,10513,5,18,1200-1450,tr,101C ART,Webb C,!$8A
ARTO 250,Intro to Photography,4.00,Lecture,10516,0,16,0900-1150,tr,113A MR1,Jude R,!$8A
ARTO 250,Intro to Photography,4.00,Lecture,10517,4,16,1800-2050,mw,113 MR1,Gordon C,!$8A
ARTO 350,Film and Darkroom,4.00,Lecture,10518,0,15,1200-1450,tr,157 MR3,Choquette C,!$8A
ARTO 410,Studio Lighting,4.00,Lecture,15667,1,16,1500-1750,mw,157 MR3,Bagby J,$8A
ARTO 455,Conceptual Strat Photo,4.00,Lecture,10519,0,17,1500-1750,tr,157 MR3,Choquette C,!$8A
ARTP 281,Intro Painting I,4.00,Lecture,10521,0,18,0900-1150,tr,151 LA,Langley E,!$A
ARTP 381,Intro Painting II,4.00,Lecture,10522,0,18,1200-1450,mw,151 LA,Rey M,!$8A
ARTP 390,Interm/Adv Painting,4.00,Lecture,15668,8,18,0900-1150,mw,151 LA,Lionni S,!$8A
ARTP 391,Interm/Adv Drawing,4.00,Lecture,10523,2,18,1200-1450,tr,290 LA,Vandenburgh L,!$8A
ARTR 245,Intro to Printmaking,4.00,Lecture,10524,0,16,0900-1150,mw,156 LA,Boyd M,!$8A
ARTR 346,Relief,4.00,Lecture,10525,0,16,0900-1150,tr,156 LA,Liu C,!$8A
ARTS 288,Sculpt I: Mixed Media,4.00,Lecture,10526,0,15,1200-1450,mw,104A ART,Hughes L,!$8A
ARTS 393,Top Bodies,4.00,Lecture,10527,5,15,0830-1120,mw,104A ART,Hughes L,!$8A
ARTS 491,Top Color & Abstract,4.00,Lecture,10528,7,15,1200-1450,tr,104A ART,Wojick A,!$8A
ASIA 111,Great Books Mod Asia >1 >GP >IC,4.00,Lecture,10530,2,40,1600-1720,tr,242 GER,Buck D,!U
ASIA 399,Sp St Jpn Pop Culture,4.00,Lecture,16066,5,50,1000-1120,tr,166 LA,Freedman A,!9U
ASIA 401,Research,1.00-16.00,Lecture,10531,15,15,tba,tba,tba,STAFF,N/A
ASIA 403,Thesis,1.00-12.00,Lecture,10532,14,15,tba,tba,tba,STAFF,!
ASIA 405,Reading,1.00-16.00,Lecture,10533,15,15,tba,tba,tba,STAFF,N/A
ASL 101,1st Yr Amer Sign Lang,5.00,Lecture,10536,0,42,0900-0950,mtwr,142 HED,Catron K,!
ASL 101,1st Yr Amer Sign Lang,5.00,Lecture,10537,0,42,1100-1150,mtwr,142 HED,Catron C,!
ASL 101,1st Yr Amer Sign Lang,5.00,Lecture,15734,0,42,1200-1250,mtwr,142 HED,Catron C,!
ASL 201,2nd Yr Amer Sign Lang >1,4.00,Lecture,10539,2,42,0900-0950,mtwr,146 HED,Catron C,!
ASL 201,2nd Yr Amer Sign Lang >1,4.00,Lecture,15735,1,42,1200-1250,mtwr,146 HED,Catron K,!
ASTR 121,The Solar System >3,4.00,Lecture,10541,21,400,1000-1050,mwf,150 COL,Schombert J,a
ASTR 122,Birth & Death of Stars >3,4.00,Lecture,10542,7,300,1400-1450,mwf,150 COL,Goering A,a8
ASTR 123,Galax & Expand Univers >3,4.00,Lecture,10543,4,243,1200-1250,mwf,282 LIL,Goering A,a
BA 101,Intro to Business >2,4.00,Lecture,10544,10,280,0800-0950,tr,182 LIL,Schindler M,$G
BA 101,Intro to Business >2,4.00,Lecture,10545,5,280,1000-1150,tr,182 LIL,Schindler M,!$GU
BA 101,Intro to Business >2,4.00,Lecture,10546,0,280,1400-1550,tr,182 LIL,Peterson B,$G
BA 101,Intro to Business >2,4.00,Lecture,10547,3,280,1400-1550,mw,182 LIL,Boggs E,$G
BA 101,Intro to Business >2,4.00,Lecture,10547,3,280,1400-1550,mw,182 LIL,Boggs E,$G
BA 101,Intro to Business >2,4.00,Lecture,10548,1,280,1200-1350,tr,182 LIL,Ford E,!$GU
BA 101,Intro to Business >2,4.00,Lecture,10549,2,280,1200-1350,mw,182 LIL,Boggs E,$G
BA 101,Intro to Business >2,4.00,Lecture,15339,20,280,1600-1750,mw,182 LIL,Schindler M,$G
BA 199,Sp St Prof Bus Dev,1.00,Lecture,10552,13,35,1000-1120,f 9/26-11/19,245 LIL,von Stockhausen L,!$PZU
BA 199,Sp St Prof Bus Dev,1.00,Lecture,10553,12,35,1200-1320,f 9/26-11/19,245 LIL,Nuetzman A,!$PZU
BA 199,Sp St Prof Bus Dev,1.00,Lecture,10554,11,35,1000-1120,f 9/26-11/19,255 LIL,Perez-Young K,!$PZU
BA 199,Sp St Prof Bus Dev,1.00,Lecture,10556,10,35,1600-1720,m 9/26-11/19,255 LIL,Best J,!$PZU
BA 199,Sp St Prof Bus Dev,1.00,Lecture,15340,11,35,1600-1720,w 9/26-11/19,1201 BEAN,Landeros L,!$PZU
BA 215,Lang of Bus Decision,4.00,Lecture,10557,1,60,1200-1350,mw,211 LIL,Duncan F,!$N
BA 215,Lang of Bus Decision,4.00,Lecture,10558,25,60,1000-1150,tr,132 LIL,Tomcal M,!$NY
BA 215,Lang of Bus Decision,4.00,Lecture,10559,12,60,1400-1550,tr,132 LIL,Tomcal M,!$NY
BA 240,Spreadsheet Analysis,4.00,Lecture,10560,2,220,1000-1120,mw,282 LIL,Ford E,$
BA 240,Spreadsheet Analysis,4.00,+ Lab,10561,0,55,1800-1850,r,225 CHI,Dougall M,N/A
BA 240,Spreadsheet Analysis,4.00,+ Lab,10562,1,55,1000-1050,f,225 CHI,Ford E,N/A
BA 240,Spreadsheet Analysis,4.00,+ Lab,10563,0,55,1200-1250,f,225 CHI,Dougall M,N/A
BA 240,Spreadsheet Analysis,4.00,+ Lab,10564,1,55,1400-1450,f,225 CHI,Dougall M,N/A
BA 308,Leadership & Communic,4.00,Lecture,10571,0,36,1000-1150,tr,245 LIL,Nuetzman A,!$AMYkx
BA 308,Leadership & Communic,4.00,Lecture,10572,0,36,1200-1350,tr,245 LIL,Nuetzman A,!$AMYkx
BA 308,Leadership & Communic,4.00,Lecture,10573,3,36,1200-1350,mw,245 LIL,Kalnbach C,!$AMYkx
BA 308,Leadership & Communic,4.00,Lecture,10574,2,36,1400-1550,mw,245 LIL,Kalnbach C,!$AMYkx
BA 308,Leadership & Communic,4.00,Lecture,10575,0,36,1000-1150,mw,245 LIL,Moore E,!$AMYkx
BA 308,Leadership & Communic,4.00,Lecture,10576,0,36,1400-1550,tr,245 LIL,Boscha T,!$AMYkx
BA 308,Leadership & Communic,4.00,Lecture,10577,2,36,1600-1750,mw,245 LIL,Hennessy G,!$AMYkx
BA 308H,Leadership & Communic,4.00,Lecture,10578,6,40,1200-1350,mw,255 LIL,Dillon K,!$AMHkx
BA 315,Ec/Ind & Compet Analy,4.00,Lecture,10579,32,60,1600-1750,tr,132 LIL,Buchbinder G,!$Nd
BA 316,Mgmt: Valu thru People,4.00,Lecture,10580,1,60,1200-1350,mw,162 LIL,Nuetzman A,!$Ndg
BA 316,Mgmt: Valu thru People,4.00,Lecture,10581,2,60,1400-1550,mw,162 LIL,Schmidt S,!$Ndg
BA 316,Mgmt: Valu thru People,4.00,Lecture,10583,0,60,1000-1150,tr,211 LIL,Pagel A,!$Ndg
BA 317,Mkt: Valu for Customer,4.00,Lecture,10584,2,60,1000-1150,mw,111 LIL,Rodriguez Martin A,!$Ndg
BA 317,Mkt: Valu for Customer,4.00,Lecture,10585,0,60,1400-1550,mw,232 LIL,Davis J,!$NdWgJ
BA 317,Mkt: Valu for Customer,4.00,Lecture,10586,1,60,1600-1750,mw,132 LIL,Shenava U,!$Ndg
BA 318,Fin: Valu thru Capital,4.00,Lecture,10588,0,60,1200-1350,mw,212 LIL,Emami A,!$Nd
BA 325,Business Law & Ethics,4.00,Lecture,10590,0,60,1000-1150,mw,162 LIL,Stolle J,!$Mn9
BA 325,Business Law & Ethics,4.00,Lecture,10591,0,60,1400-1550,mw,111 LIL,Stolle J,!$Mn9
BA 325,Business Law & Ethics,4.00,Lecture,15341,0,60,1000-1150,tr,162 LIL,Day S,!$Mn
BA 404,Internship,1.00-4.00,Lecture,10595,20,20,-,N/A,N/A,Thaler P,$
BA 425,Law for Managers,4.00,Lecture,15342,28,40,1200-1350,tr,285 LIL,Howard D,M9
BA 453,Bus Strategy & Plan,4.00,Lecture,10596,6,40,0800-0950,mw,255 LIL,Lanahan L,!$AMn
BA 453,Bus Strategy & Plan,4.00,Lecture,10597,1,40,1000-1150,mw,255 LIL,Lanahan L,!$AMn
BA 453,Bus Strategy & Plan,4.00,Lecture,10598,4,40,1400-1550,mw,255 LIL,Lanahan L,!$AMn
BE 401,Research,1.00-21.00,Lecture,10623,20,20,tba,tba,tba,STAFF,$
BE 405,Reading,1.00-21.00,Lecture,10624,20,20,tba,tba,tba,STAFF,$
BI 121,Intro Human Physiology >3,4.00,Lecture,10635,27,192,0830-0950,tr,100 WIL,Lombardi V,!$eU
BI 121,Intro Human Physiology >3,4.00,+ Lab,10636,4,24,1700-1750,r,33 KLA,Nahata S,"a,e"
BI 121,Intro Human Physiology >3,4.00,+ Lab,10637,5,24,1600-1650,r,33 KLA,Jones L,!aeU
BI 121,Intro Human Physiology >3,4.00,+ Lab,10638,6,24,1500-1550,r,33 KLA,Lombardi V,"a,e"
BI 121,Intro Human Physiology >3,4.00,+ Lab,10639,0,24,1400-1450,r,33 KLA,Lombardi V,"a,e"
BI 121,Intro Human Physiology >3,4.00,+ Lab,10640,3,24,1300-1350,r,33 KLA,Jones L,"a,e"
BI 121,Intro Human Physiology >3,4.00,+ Lab,10641,4,24,1200-1250,r,33 KLA,Blankenship L,"a,e"
BI 121,Intro Human Physiology >3,4.00,+ Lab,10642,5,24,1100-1150,r,33 KLA,Horrocks M,"a,e"
BI 121,Intro Human Physiology >3,4.00,+ Lab,10643,0,24,1000-1050,r,33 KLA,Blankenship L,"a,e"
BI 170,Happiness Neuro & Psyc >3,4.00,Lecture,10644,0,271,1200-1320,mw,156 STB,McCormick D,!U
BI 170,Happiness Neuro & Psyc >3,4.00,+ Dis,10645,0,27,0900-0950,f,264 UNTH,O'Neill J,a
BI 170,Happiness Neuro & Psyc >3,4.00,+ Dis,10646,0,27,1000-1050,f,264 UNTH,McCormick D,!aU
BI 170,Happiness Neuro & Psyc >3,4.00,+ Dis,10647,0,28,1100-1150,f,264 UNTH,Ortman M,!aU
BI 170,Happiness Neuro & Psyc >3,4.00,+ Dis,10648,0,27,1200-1250,f,264 UNTH,Brown D,!aU
BI 170,Happiness Neuro & Psyc >3,4.00,+ Dis,10649,0,27,1300-1350,f,264 UNTH,Brown D,!aU
BI 170,Happiness Neuro & Psyc >3,4.00,+ Dis,10650,0,27,0900-0950,r,264 UNTH,McCormick D,a
BI 170,Happiness Neuro & Psyc >3,4.00,+ Dis,10651,0,27,1000-1050,r,264 UNTH,Kuyat J,a
BI 170,Happiness Neuro & Psyc >3,4.00,+ Dis,10652,0,27,1100-1150,r,264 UNTH,Kuyat J,a
BI 170,Happiness Neuro & Psyc >3,4.00,+ Dis,10653,0,27,1200-1250,r,264 UNTH,Enicks D,a
BI 170,Happiness Neuro & Psyc >3,4.00,+ Dis,10654,0,27,1300-1350,r,264 UNTH,Enicks D,a
BI 211,Gen Biol I: Cells >3,5.00,Lecture,10666,1,145,1000-1050,mwf,129 MCK,Barber N,!$Yd
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10667,0,18,1600-1750,r,116 ESL,Porch R,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10668,0,18,1400-1550,r,116 ESL,Williams S,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10669,0,18,1200-1350,r,116 ESL,Fields C,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10670,0,18,1000-1150,r,116 ESL,Crahan C,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10671,0,18,0800-0950,r,116 ESL,Habibi Soufi H,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10672,1,18,1500-1650,w,116 ESL,Drake K,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10673,0,18,1300-1450,w,116 ESL,Santillana Fernandez A,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10674,0,18,1100-1250,w,116 ESL,Yesmin F,a
BI 211,Gen Biol I: Cells >3,5.00,Lecture,10675,2,192,1100-1150,mwf,180 PLC,Jud M,"!$Y,d"
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10676,0,24,1600-1750,r,112 ESL,Williams S,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10677,0,24,1400-1550,r,112 ESL,Yesmin F,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10678,0,24,1200-1350,r,112 ESL,Santillana Fernandez A,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10679,0,24,1000-1150,r,112 ESL,Habibi Soufi H,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10680,0,24,0800-0950,r,112 ESL,Crahan C,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10681,1,24,1500-1650,w,112 ESL,Porch R,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,10682,0,24,1300-1450,w,112 ESL,Fields C,a
BI 211,Gen Biol I: Cells >3,5.00,+ Lab,16557,1,24,1700-1850,w,112 ESL,Drake K,!a
BI 213,Gen Biol III: Eco/Evol >3,5.00,Lecture,10683,35,95,1100-1150,mwf,125 MCK,Policha T,!$c
BI 213,Gen Biol III: Eco/Evol >3,5.00,+ Lab,10685,14,24,1400-1550,r,5 KLA,Smith C,a
BI 213,Gen Biol III: Eco/Evol >3,5.00,+ Lab,10686,1,24,1200-1350,r,5 KLA,Smith C,a
BI 213,Gen Biol III: Eco/Evol >3,5.00,+ Lab,10687,4,24,1000-1150,r,5 KLA,Podkovyroff Lewis K,a
